ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q,min_grss_temp_q,min_conc_temp_q,max_air_temp_j,min_air_temp_j,min_grss_temp_j,min_conc_temp_j,meto_stmp_time,midas_stmp_etime
2011-10-17 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.7,8.9,5.3,7.0,6,6,6,6,NA,NA,NA,NA,2011-10-17 08:56:00,0.0
2011-10-17 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.4,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-17 20:58:00,0.0
2011-10-18 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.5,5.0,3.0,3.0,6,6,6,6,NA,NA,NA,NA,2011-10-18 09:00:00,0.0
2011-10-18 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.7,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-18 20:54:00,0.0
2011-10-19 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.8,4.6,2.0,1.8,6,6,6,6,NA,NA,NA,NA,2011-10-19 08:56:00,0.0
2011-10-19 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,4.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-19 20:55:00,0.0
2011-10-20 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.0,1.8,-0.7,-0.5,6,6,6,6,NA,NA,NA,NA,2011-10-20 08:59:00,0.0
2011-10-20 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.4,4.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-20 20:55:00,0.0
2011-10-21 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,6.8,5.1,5.5,6,6,6,6,NA,NA,NA,NA,2011-10-21 08:57:00,0.0
2011-10-21 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.7,10.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-21 20:58:00,0.0
2011-10-22 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.9,6.5,4.6,5.0,6,6,6,6,NA,NA,NA,NA,2011-10-22 08:55:00,0.0
2011-10-22 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.9,6.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-22 20:54:00,0.0
2011-10-23 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.9,7.0,3.3,4.5,6,6,6,6,NA,NA,NA,NA,2011-10-23 08:58:00,0.0
2011-10-23 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.1,10.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-23 20:55:00,0.0
2011-10-24 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.8,9.6,8.8,8.5,6,6,6,6,NA,NA,NA,NA,2011-10-24 09:01:00,0.0
2011-10-24 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.3,10.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-24 20:57:00,0.0
2011-10-25 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.9,10.8,9.8,9.5,6,6,6,6,NA,NA,NA,NA,2011-10-25 08:58:00,0.0
2011-10-25 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.7,7.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-25 20:56:00,0.0
2011-10-26 09:00:00,DCNN,2423,12,1,NCM,384,1011,8.6,3.9,2.4,3.0,6,6,6,6,NA,NA,NA,NA,2011-10-26 08:58:00,0.0
2011-10-26 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.2,7.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-26 21:03:00,0.0
2011-10-27 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.9,5.9,4.5,4.6,6,6,6,6,NA,NA,NA,NA,2011-10-27 09:00:00,0.0
2011-10-27 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.6,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-27 20:59:00,0.0
2011-10-28 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,6.8,2.9,3.5,1006,6,6,6,NA,NA,NA,NA,2011-10-28 08:56:00,0.0
2011-10-28 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.9,6.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-28 20:54:00,0.0
2011-10-29 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.8,4.4,0.9,2.6,6,6,6,6,NA,NA,NA,NA,2011-10-29 08:57:00,0.0
2011-10-29 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.6,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-29 20:57:00,0.0
2011-10-30 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.9,12.6,11.0,11.1,6,6,6,6,NA,NA,NA,NA,2011-10-30 08:57:00,0.0
2011-10-30 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.7,13.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-30 20:57:00,0.0
2011-10-31 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.1,10.4,7.9,8.5,6,6,6,6,NA,NA,NA,NA,2011-10-31 08:57:00,0.0
2011-10-31 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.4,12.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-10-31 20:54:00,0.0
2011-11-01 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.0,10.0,9.1,9.0,1006,6,6,6,NA,NA,NA,NA,2011-11-01 08:58:00,0.0
2011-11-01 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.1,6.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-01 20:55:00,0.0
2011-11-02 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,4.5,2.4,2.9,6,6,6,6,NA,NA,NA,NA,2011-11-02 09:00:00,0.0
2011-11-02 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.0,7.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-02 21:00:00,0.0
2011-11-03 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.9,11.7,11.1,11.0,6,1006,6,6,NA,NA,NA,NA,2011-11-03 09:04:00,0.0
2011-11-03 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.4,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-03 21:03:00,0.0
2011-11-04 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.4,10.8,10.1,10.1,1006,6,6,6,NA,NA,NA,NA,2011-11-04 09:05:00,0.0
2011-11-04 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.0,10.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-04 20:58:00,0.0
2011-11-05 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.5,7.7,5.7,7.5,1006,6,6,6,NA,NA,NA,NA,2011-11-05 09:03:00,0.0
2011-11-05 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.5,8.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-05 21:04:00,0.0
2011-11-06 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.1,4.9,4.0,3.9,6,6,6,6,NA,NA,NA,NA,2011-11-06 09:06:00,0.0
2011-11-06 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,5.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-06 21:01:00,0.0
2011-11-07 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.5,3.7,2.8,2.7,6,6,6,6,NA,NA,NA,NA,2011-11-07 09:06:00,0.0
2011-11-07 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.2,6.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-07 21:05:00,0.0
2011-11-08 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.2,9.7,9.5,9.4,6,6,6,6,NA,NA,NA,NA,2011-11-08 09:03:00,0.0
2011-11-08 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.7,9.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-08 21:36:00,0.0
2011-11-09 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.6,9.0,8.9,8.8,6,6,6,6,NA,NA,NA,NA,2011-11-09 09:06:00,0.0
2011-11-09 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.4,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-09 21:07:00,0.0
2011-11-10 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.4,8.6,8.1,8.1,6,6,6,6,NA,NA,NA,NA,2011-11-10 08:59:00,0.0
2011-11-10 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.5,8.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-10 21:01:00,0.0
2011-11-11 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.5,8.4,7.1,6.9,6,6,6,6,NA,NA,NA,NA,2011-11-11 08:59:00,0.0
2011-11-11 21:00:00,DCNN,2423,12,1,NCM,384,1011,9.4,8.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-11 20:55:00,0.0
2011-11-12 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.6,8.9,7.4,8.1,6,6,6,6,NA,NA,NA,NA,2011-11-12 09:01:00,0.0
2011-11-12 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.7,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-12 20:55:00,0.0
2011-11-13 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,9.3,5.0,6.5,6,6,6,6,NA,NA,NA,NA,2011-11-13 08:55:00,0.0
2011-11-13 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.9,7.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-13 20:55:00,0.0
2011-11-14 09:00:00,DCNN,2423,12,1,NCM,384,1011,8.2,5.0,1.9,3.6,6,6,6,6,NA,NA,NA,NA,2011-11-14 09:00:00,0.0
2011-11-14 21:00:00,DCNN,2423,12,1,NCM,384,1011,9.3,7.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-14 20:55:00,0.0
2011-11-15 09:00:00,DCNN,2423,12,1,NCM,384,1011,8.9,7.8,7.9,8.0,6,6,6,6,NA,NA,NA,NA,2011-11-15 08:59:00,0.0
2011-11-15 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.7,5.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-15 20:57:00,0.0
2011-11-16 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.7,5.6,2.5,3.5,6,6,6,6,NA,NA,NA,NA,2011-11-16 08:57:00,0.0
2011-11-16 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.5,3.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-16 20:55:00,0.0
2011-11-17 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.0,4.7,0.4,2.5,6,6,6,6,NA,NA,NA,NA,2011-11-17 09:00:00,0.0
2011-11-17 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.9,5.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-17 20:55:00,0.0
2011-11-18 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.7,5.2,3.3,3.6,6,6,6,6,NA,NA,NA,NA,2011-11-18 08:58:00,0.0
2011-11-18 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.0,7.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-18 20:57:00,0.0
2011-11-19 09:00:00,DCNN,2423,12,1,NCM,384,1011,8.3,4.1,3.8,4.3,6,6,6,6,NA,NA,NA,NA,2011-11-19 08:58:00,0.0
2011-11-19 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.4,4.9,NA,NA,6,1006,NA,NA,NA,NA,NA,NA,2011-11-19 20:59:00,0.0
2011-11-20 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.4,-0.2,-0.9,0.0,6,6,6,6,NA,NA,NA,NA,2011-11-20 08:59:00,0.0
2011-11-20 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.1,1.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-20 20:55:00,0.0
2011-11-21 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.7,5.4,5.4,5.5,6,6,6,6,NA,NA,NA,NA,2011-11-21 08:56:00,0.0
2011-11-21 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.7,6.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-21 20:54:00,0.0
2011-11-22 09:00:00,DCNN,2423,12,1,NCM,384,1011,8.2,6.8,6.2,6.1,6,6,6,6,NA,NA,NA,NA,2011-11-22 08:58:00,0.0
2011-11-22 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.8,6.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-22 20:58:00,0.0
2011-11-23 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.3,3.6,1.6,1.6,6,6,6,6,NA,NA,NA,NA,2011-11-23 08:57:00,0.0
2011-11-23 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.0,5.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-23 20:56:00,0.0
2011-11-24 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.5,9.4,7.7,7.1,6,6,6,6,NA,NA,NA,NA,2011-11-24 08:58:00,0.0
2011-11-24 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.4,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-24 20:57:00,0.0
2011-11-25 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.8,7.1,5.1,5.2,6,6,6,6,NA,NA,NA,NA,2011-11-25 08:56:00,0.0
2011-11-25 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,5.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-25 20:57:00,0.0
2011-11-26 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.0,4.4,2.5,2.3,6,6,6,6,NA,NA,NA,NA,2011-11-26 08:59:00,0.0
2011-11-26 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.6,8.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-26 20:55:00,0.0
2011-11-27 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.1,10.3,8.4,7.9,6,6,6,6,NA,NA,NA,NA,2011-11-27 09:02:00,0.0
2011-11-27 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.6,5.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-27 20:55:00,0.0
2011-11-28 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.4,2.6,0.8,0.6,6,6,6,6,NA,NA,NA,NA,2011-11-28 08:57:00,0.0
2011-11-28 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.7,5.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-28 20:57:00,0.0
2011-11-29 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.6,7.9,3.9,4.1,6,6,6,6,NA,NA,NA,NA,2011-11-29 08:58:00,0.0
2011-11-29 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.3,6.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-29 21:03:00,0.0
2011-11-30 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.3,4.6,2.9,2.6,6,6,6,6,NA,NA,NA,NA,2011-11-30 08:58:00,0.0
2011-11-30 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,5.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-11-30 20:56:00,0.0
2011-12-01 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.0,5.5,4.0,3.7,6,6,6,6,NA,NA,NA,NA,2011-12-01 09:00:00,0.0
2011-12-01 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.1,5.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-01 20:55:00,0.0
2011-12-02 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.6,0.8,-1.1,-1.1,6,6,6,6,NA,NA,NA,NA,2011-12-02 08:58:00,0.0
2011-12-02 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.3,1.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-02 20:59:00,0.0
2011-12-03 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,6.3,4.1,4.1,6,6,6,6,NA,NA,NA,NA,2011-12-03 08:55:00,0.0
2011-12-03 21:00:00,DCNN,2423,12,1,NCM,384,1011,9.0,6.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-03 20:59:00,0.0
2011-12-04 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.0,4.9,3.5,3.1,6,6,6,6,NA,NA,NA,NA,2011-12-04 08:57:00,0.0
2011-12-04 21:00:00,DCNN,2423,12,1,NCM,384,1011,7.5,2.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-04 20:58:00,0.0
2011-12-05 09:00:00,DCNN,2423,12,1,NCM,384,1011,3.0,1.3,-0.3,-0.6,6,6,6,6,NA,NA,NA,NA,2011-12-05 08:56:00,0.0
2011-12-05 21:00:00,DCNN,2423,12,1,NCM,384,1011,3.9,2.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-05 21:01:00,0.0
2011-12-06 09:00:00,DCNN,2423,12,1,NCM,384,1011,2.8,1.0,-0.6,-0.6,6,6,6,6,NA,NA,NA,NA,2011-12-06 08:59:00,0.0
2011-12-06 21:00:00,DCNN,2423,12,1,NCM,384,1011,5.0,2.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-06 20:54:00,0.0
2011-12-07 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.6,3.5,2.0,1.7,6,6,6,6,NA,NA,NA,NA,2011-12-07 09:06:00,0.0
2011-12-07 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.4,3.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-07 20:55:00,0.0
2011-12-08 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.0,2.7,1.5,0.8,6,6,6,6,NA,NA,NA,NA,2011-12-08 08:58:00,0.0
2011-12-08 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,5.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-08 20:56:00,0.0
2011-12-09 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.7,2.3,0.4,-0.1,6,6,6,6,NA,NA,NA,NA,2011-12-09 08:58:00,0.0
2011-12-09 21:00:00,DCNN,2423,12,1,NCM,384,1011,5.3,1.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-09 20:58:00,0.0
2011-12-10 09:00:00,DCNN,2423,12,1,NCM,384,1011,1.1,-0.6,-2.2,-2.5,6,6,6,6,NA,NA,NA,NA,2011-12-10 09:00:00,0.0
2011-12-10 21:00:00,DCNN,2423,12,1,NCM,384,1011,4.5,0.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-10 20:54:00,0.0
2011-12-11 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.1,1.1,0.1,-0.3,6,6,6,6,NA,NA,NA,NA,2011-12-11 08:58:00,0.0
2011-12-11 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.1,6.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-11 20:55:00,0.0
2011-12-12 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.5,1.3,-0.3,-0.6,6,6,6,6,NA,NA,NA,NA,2011-12-12 08:58:00,0.0
2011-12-12 21:00:00,DCNN,2423,12,1,NCM,384,1011,7.2,2.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-12 20:55:00,0.0
2011-12-13 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.0,3.2,1.5,1.6,6,6,6,6,NA,NA,NA,NA,2011-12-13 08:57:00,0.0
2011-12-13 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.2,3.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-13 20:55:00,0.0
2011-12-14 09:00:00,DCNN,2423,12,1,NCM,384,1011,3.8,2.4,0.5,0.0,6,6,6,6,NA,NA,NA,NA,2011-12-14 08:59:00,0.0
2011-12-14 21:00:00,DCNN,2423,12,1,NCM,384,1011,5.2,1.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-14 20:55:00,0.0
2011-12-15 09:00:00,DCNN,2423,12,1,NCM,384,1011,2.2,0.1,-1.0,-1.0,6,6,6,6,NA,NA,NA,NA,2011-12-15 08:58:00,0.0
2011-12-15 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.2,1.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-15 21:07:00,0.0
2011-12-16 09:00:00,DCNN,2423,12,1,NCM,384,1011,3.0,0.4,-0.7,-0.2,6,6,6,6,NA,NA,NA,NA,2011-12-16 09:01:00,0.0
2011-12-16 21:00:00,DCNN,2423,12,1,NCM,384,1011,2.9,1.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-16 20:55:00,0.0
2011-12-17 09:00:00,DCNN,2423,12,1,NCM,384,1011,1.9,-0.5,-2.5,-2.6,6,6,6,6,NA,NA,NA,NA,2011-12-17 09:01:00,0.0
2011-12-17 21:00:00,DCNN,2423,12,1,NCM,384,1011,4.1,0.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-17 20:54:00,0.0
2011-12-18 09:00:00,DCNN,2423,12,1,NCM,384,1011,1.3,-1.7,-3.8,-3.9,6,6,6,6,NA,NA,NA,NA,2011-12-18 09:01:00,0.0
2011-12-18 21:00:00,DCNN,2423,12,1,NCM,384,1011,3.5,-0.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-18 20:57:00,0.0
2011-12-19 09:00:00,DCNN,2423,12,1,NCM,384,1011,1.6,-1.2,-4.3,-4.0,6,6,6,6,NA,NA,NA,NA,2011-12-19 09:00:00,0.0
2011-12-19 21:00:00,DCNN,2423,12,1,NCM,384,1011,5.3,1.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-19 20:54:00,0.0
2011-12-20 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.5,4.0,2.3,1.5,6,6,6,6,NA,NA,NA,NA,2011-12-20 08:59:00,0.0
2011-12-20 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.2,4.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-20 20:55:00,0.0
2011-12-21 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.8,4.7,3.9,3.3,6,6,6,6,NA,NA,NA,NA,2011-12-21 08:57:00,0.0
2011-12-21 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.0,5.8,NA,NA,6,1006,NA,NA,NA,NA,NA,NA,2011-12-21 20:57:00,0.0
2011-12-22 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.4,9.1,7.7,7.1,6,6,6,6,NA,NA,NA,NA,2011-12-22 08:56:00,0.0
2011-12-22 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.2,9.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-22 20:58:00,0.0
2011-12-23 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.0,9.1,7.4,7.0,6,6,6,6,NA,NA,NA,NA,2011-12-23 09:00:00,0.0
2011-12-23 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,4.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-23 21:03:00,0.0
2011-12-24 09:00:00,DCNN,2423,12,1,NCM,384,1011,4.4,2.2,0.0,-0.4,6,6,6,6,NA,NA,NA,NA,2011-12-24 09:00:00,0.0
2011-12-24 21:00:00,DCNN,2423,12,1,NCM,384,1011,7.9,3.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-24 20:54:00,0.0
2011-12-25 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.9,7.9,6.0,5.3,6,6,6,6,NA,NA,NA,NA,2011-12-25 08:58:00,0.0
2011-12-25 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.3,9.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-25 20:55:00,0.0
2011-12-26 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.4,10.9,8.8,8.1,6,6,6,6,NA,NA,NA,NA,2011-12-26 08:55:00,0.0
2011-12-26 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.5,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-26 20:56:00,0.0
2011-12-27 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.2,7.0,5.5,5.2,6,6,6,6,NA,NA,NA,NA,2011-12-27 08:56:00,0.0
2011-12-27 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.2,7.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-27 21:00:00,0.0
2011-12-28 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.4,7.6,7.0,6.9,6,6,6,6,NA,NA,NA,NA,2011-12-28 08:57:00,0.0
2011-12-28 21:00:00,DCNN,2423,12,1,NCM,384,1011,9.1,5.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-28 20:55:00,0.0
2011-12-29 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.3,4.8,3.0,2.7,6,6,6,6,NA,NA,NA,NA,2011-12-29 08:55:00,0.0
2011-12-29 21:00:00,DCNN,2423,12,1,NCM,384,1011,7.7,4.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-29 20:57:00,0.0
2011-12-30 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.1,2.2,-0.9,-1.3,6,6,6,6,NA,NA,NA,NA,2011-12-30 08:59:00,0.0
2011-12-30 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.4,2.7,NA,NA,6,1006,NA,NA,NA,NA,NA,NA,2011-12-30 20:57:00,0.0
2011-12-31 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.4,5.6,4.2,4.1,6,6,6,6,NA,NA,NA,NA,2011-12-31 08:58:00,0.0
2011-12-31 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.1,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2011-12-31 20:59:00,0.0
2012-01-01 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,8.1,6.6,6.1,6,6,6,6,NA,NA,NA,NA,2012-01-01 09:01:00,0.0
2012-01-01 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.5,7.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2012-01-01 21:02:00,0.0
2012-01-02 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.1,3.1,1.4,0.7,6,6,6,6,NA,NA,NA,NA,2012-01-02 08:58:00,0.0
2012-01-02 21:00:00,DCNN,2423,12,1,NCM,384,1011,6.3,3.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2012-01-02 21:01:00,0.0
2012-01-03 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.5,3.2,1.7,1.0,6,6,6,6,NA,NA,NA,NA,2012-01-03 09:01:00,0.0
2012-01-03 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,4.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2012-01-03 20:55:00,0.0
