ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q,min_grss_temp_q,min_conc_temp_q,max_air_temp_j,min_air_temp_j,min_grss_temp_j,min_conc_temp_j,meto_stmp_time,midas_stmp_etime
2006-09-06 21:00:00,DCNN,2423,12,1,NCM,384,1011,23.7,17.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-06 20:55:00,252.0
2006-09-07 09:00:00,DCNN,2423,12,1,NCM,384,1011,17.4,11.4,9.1,10.1,6,6,6,6,NA,NA,NA,NA,2006-09-07 08:55:00,57.0
2006-09-07 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.3,11.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-07 20:55:00,249.0
2006-09-08 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.2,8.1,6.2,7.2,6,6,6,6,NA,NA,NA,NA,2006-09-08 08:55:00,56.0
2006-09-08 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.9,11.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-08 20:55:00,249.0
2006-09-09 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.0,8.1,4.8,6.6,6,6,6,6,NA,NA,NA,NA,2006-09-09 08:55:00,57.0
2006-09-09 21:00:00,DCNN,2423,12,1,NCM,384,1011,20.7,12.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-09 20:57:00,247.0
2006-09-10 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.5,9.9,5.9,8.1,6,6,6,6,NA,NA,NA,NA,2006-09-10 08:58:00,76.0
2006-09-10 21:00:00,DCNN,2423,12,1,NCM,384,1011,23.9,13.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-10 20:53:00,251.0
2006-09-11 09:00:00,DCNN,2423,12,1,NCM,384,1011,18.7,11.4,9.5,10.7,6,6,6,6,NA,NA,NA,NA,2006-09-11 08:59:00,60.0
2006-09-11 21:00:00,DCNN,2423,12,1,NCM,384,1011,26.9,18.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-11 20:54:00,249.0
2006-09-12 09:00:00,DCNN,2423,12,1,NCM,384,1011,21.3,15.5,13.5,15.2,6,6,6,6,NA,NA,NA,NA,2006-09-12 08:58:00,54.0
2006-09-12 21:00:00,DCNN,2423,12,1,NCM,384,1011,22.9,17.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-12 20:57:00,249.0
2006-09-13 09:00:00,DCNN,2423,12,1,NCM,384,1011,18.2,15.8,15.2,15.7,6,6,6,6,NA,NA,NA,NA,2006-09-13 08:59:00,54.0
2006-09-13 21:00:00,DCNN,2423,12,1,NCM,384,1011,24.1,18.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-13 20:56:00,248.0
2006-09-14 09:00:00,DCNN,2423,12,1,NCM,384,1011,19.0,16.2,16.1,16.4,6,6,6,6,NA,NA,NA,NA,2006-09-14 09:01:00,50.0
2006-09-14 21:00:00,DCNN,2423,12,1,NCM,384,1011,22.8,15.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-14 20:56:00,248.0
2006-09-15 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.1,12.1,11.4,11.4,6,6,6,6,NA,NA,NA,NA,2006-09-15 08:54:00,59.0
2006-09-15 21:00:00,DCNN,2423,12,1,NCM,384,1011,20.7,15.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-15 20:57:00,247.0
2006-09-16 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.3,14.8,15.4,15.3,6,6,6,6,NA,NA,NA,NA,2006-09-16 08:56:00,55.0
2006-09-16 21:00:00,DCNN,2423,12,1,NCM,384,1011,20.3,15.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-16 20:54:00,250.0
2006-09-17 09:00:00,DCNN,2423,12,1,NCM,384,1011,17.5,15.1,13.3,14.9,6,6,6,6,NA,NA,NA,NA,2006-09-17 08:55:00,56.0
2006-09-17 21:00:00,DCNN,2423,12,1,NCM,384,1011,22.7,17.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-17 21:01:00,243.0
2006-09-18 09:00:00,DCNN,2423,12,1,NCM,384,1011,18.1,15.0,14.2,15.0,6,6,6,6,NA,NA,NA,NA,2006-09-18 08:58:00,58.0
2006-09-18 21:00:00,DCNN,2423,12,1,NCM,384,1011,20.1,15.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-18 20:54:00,248.0
2006-09-19 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.7,11.7,9.6,10.1,6,6,6,6,NA,NA,NA,NA,2006-09-19 08:57:00,55.0
2006-09-19 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.9,13.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-19 20:58:00,246.0
2006-09-20 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.8,8.3,6.8,7.7,6,6,6,6,NA,NA,NA,NA,2006-09-20 08:56:00,59.0
2006-09-20 21:00:00,DCNN,2423,12,1,NCM,384,1011,21.1,15.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-20 20:54:00,250.0
2006-09-21 09:00:00,DCNN,2423,12,1,NCM,384,1011,19.2,13.8,11.4,11.8,6,6,6,6,NA,NA,NA,NA,2006-09-21 08:56:00,62.0
2006-09-21 21:00:00,DCNN,2423,12,1,NCM,384,1011,27.8,19.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-21 21:01:00,242.0
2006-09-22 09:00:00,DCNN,2423,12,1,NCM,384,1011,20.5,14.1,14.1,14.5,6,6,6,6,NA,NA,NA,NA,2006-09-22 08:59:00,53.0
2006-09-22 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.4,14.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-22 20:59:00,245.0
2006-09-23 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.1,11.4,10.3,10.7,6,6,6,6,NA,NA,NA,NA,2006-09-23 09:02:00,50.0
2006-09-23 21:00:00,DCNN,2423,12,1,NCM,384,1011,21.5,14.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-23 20:56:00,247.0
2006-09-24 09:00:00,DCNN,2423,12,1,NCM,384,1011,17.2,15.7,15.0,15.2,6,6,6,6,NA,NA,NA,NA,2006-09-24 08:58:00,53.0
2006-09-24 21:00:00,DCNN,2423,12,1,NCM,384,1011,21.9,16.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-24 20:54:00,249.0
2006-09-25 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.2,14.3,12.9,13.8,6,6,6,6,NA,NA,NA,NA,2006-09-25 08:58:00,55.0
2006-09-25 21:00:00,DCNN,2423,12,1,NCM,384,1001,17.4,15.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-25 20:55:00,248.0
2006-09-26 09:00:00,DCNN,2423,12,1,NCM,384,1001,15.7,11.2,9.5,9.5,6,6,6,6,NA,NA,NA,NA,2006-09-26 08:59:00,54.0
2006-09-26 21:00:00,DCNN,2423,12,1,NCM,384,1011,19.7,14.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-26 20:55:00,248.0
2006-09-27 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.5,11.9,10.6,11.4,6,6,6,6,NA,NA,NA,NA,2006-09-27 08:56:00,57.0
2006-09-27 21:00:00,DCNN,2423,12,1,NCM,384,1011,19.6,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-27 20:54:00,254.0
2006-09-28 09:00:00,DCNN,2423,12,1,NCM,384,1011,17.0,15.1,13.1,12.9,6,6,6,6,NA,NA,NA,NA,2006-09-28 08:54:00,61.0
2006-09-28 21:00:00,DCNN,2423,12,1,NCM,384,1011,20.3,15.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-28 20:56:00,247.0
2006-09-29 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.3,13.0,11.2,12.7,6,6,6,6,NA,NA,NA,NA,2006-09-29 08:55:00,57.0
2006-09-29 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.4,13.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-29 21:03:00,241.0
2006-09-30 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.1,8.2,6.6,8.0,6,6,6,6,NA,NA,NA,NA,2006-09-30 09:00:00,53.0
2006-09-30 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.7,12.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-09-30 20:56:00,248.0
2006-10-01 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.6,12.5,11.3,12.0,6,6,6,6,NA,NA,NA,NA,2006-10-01 08:58:00,56.0
2006-10-01 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.3,12.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-01 20:58:00,246.0
2006-10-02 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.8,12.6,10.9,11.1,6,6,6,6,NA,NA,NA,NA,2006-10-02 08:55:00,59.0
2006-10-02 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.9,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-02 20:58:00,245.0
2006-10-03 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.9,8.2,6.6,7.1,6,6,6,6,NA,NA,NA,NA,2006-10-03 08:59:00,53.0
2006-10-03 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.3,11.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-03 20:53:00,251.0
2006-10-04 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,7.9,5.7,6.7,6,6,6,6,NA,NA,NA,NA,2006-10-04 08:54:00,58.0
2006-10-04 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.3,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-04 21:12:00,231.0
2006-10-05 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.4,8.2,5.5,6.3,6,6,6,6,NA,NA,NA,NA,2006-10-05 08:54:00,57.0
2006-10-05 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.7,11.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-05 20:54:00,251.0
2006-10-06 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.6,14.2,12.1,12.3,6,6,6,6,NA,NA,NA,NA,2006-10-06 08:57:00,56.0
2006-10-06 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.9,13.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-06 20:54:00,250.0
2006-10-07 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.4,9.6,7.2,7.7,6,6,6,6,NA,NA,NA,NA,2006-10-07 08:55:00,57.0
2006-10-07 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.9,11.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-07 20:56:00,248.0
2006-10-08 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.2,9.4,7.3,7.9,6,6,6,6,NA,NA,NA,NA,2006-10-08 09:01:00,52.0
2006-10-08 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.3,11.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-08 20:53:00,251.0
2006-10-09 09:00:00,DCNN,2423,12,1,NCM,384,1011,16.3,11.3,9.6,10.5,6,6,6,6,NA,NA,NA,NA,2006-10-09 08:58:00,57.0
2006-10-09 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.5,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-09 20:56:00,247.0
2006-10-10 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.6,9.7,4.2,7.9,6,6,6,6,NA,NA,NA,NA,2006-10-10 08:59:00,53.0
2006-10-10 21:00:00,DCNN,2423,12,1,NCM,384,1011,18.9,13.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-10 20:52:00,252.0
2006-10-11 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.5,14.5,13.9,14.0,6,6,6,6,NA,NA,NA,NA,2006-10-11 08:59:00,53.0
2006-10-11 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.5,13.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-11 20:53:00,251.0
2006-10-12 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.9,8.7,6.2,7.5,6,6,6,6,NA,NA,NA,NA,2006-10-12 08:53:00,58.0
2006-10-12 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.0,10.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-12 20:54:00,250.0
2006-10-13 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.0,8.1,5.8,7.8,6,6,6,6,NA,NA,NA,NA,2006-10-13 08:59:00,54.0
2006-10-13 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.6,10.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-13 20:54:00,250.0
2006-10-14 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.2,8.9,6.5,9.1,6,6,6,6,NA,NA,NA,NA,2006-10-14 08:59:00,53.0
2006-10-14 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.5,13.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-14 20:56:00,247.0
2006-10-15 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.9,12.3,11.6,12.3,6,6,6,6,NA,NA,NA,NA,2006-10-15 08:54:00,58.0
2006-10-15 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.2,12.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-15 21:03:00,242.0
2006-10-16 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.9,11.0,9.8,10.9,6,6,6,6,NA,NA,NA,NA,2006-10-16 08:54:00,58.0
2006-10-16 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.1,11.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-16 20:54:00,250.0
2006-10-17 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.7,10.5,6.7,9.1,6,6,6,6,NA,NA,NA,NA,2006-10-17 08:56:00,56.0
2006-10-17 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.6,11.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-17 20:56:00,248.0
2006-10-18 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.9,11.3,10.1,10.7,6,6,6,6,NA,NA,NA,NA,2006-10-18 08:54:00,58.0
2006-10-18 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.1,11.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-18 20:56:00,250.0
2006-10-19 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.5,12.3,10.5,12.2,6,6,6,6,NA,NA,NA,NA,2006-10-19 08:57:00,55.0
2006-10-19 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.3,13.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-19 20:57:00,247.0
2006-10-20 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.6,11.2,9.9,10.5,6,6,6,6,NA,NA,NA,NA,2006-10-20 09:08:00,45.0
2006-10-20 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.8,12.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-20 21:00:00,244.0
2006-10-21 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.4,11.8,9.6,10.4,6,6,6,6,NA,NA,NA,NA,2006-10-21 08:58:00,55.0
2006-10-21 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.0,9.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-21 21:02:00,241.0
2006-10-22 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.3,9.5,7.6,7.9,6,6,6,6,NA,NA,NA,NA,2006-10-22 09:07:00,45.0
2006-10-22 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.3,9.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-22 21:14:00,230.0
2006-10-23 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.4,9.3,6.9,8.5,6,6,6,6,NA,NA,NA,NA,2006-10-23 08:55:00,56.0
2006-10-23 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.5,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-23 20:56:00,250.0
2006-10-24 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.2,8.1,7.3,8.4,6,6,6,6,NA,NA,NA,NA,2006-10-24 09:00:00,53.0
2006-10-24 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.5,8.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-24 20:53:00,254.0
2006-10-25 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.3,3.3,0.2,2.5,6,6,6,6,NA,NA,NA,NA,2006-10-25 08:58:00,54.0
2006-10-25 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.1,6.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-25 21:02:00,244.0
2006-10-26 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.8,12.6,11.0,10.9,6,6,6,6,NA,NA,NA,NA,2006-10-26 08:55:00,57.0
2006-10-26 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.1,10.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-26 20:57:00,251.0
2006-10-27 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.5,7.5,4.5,5.5,6,6,6,6,NA,NA,NA,NA,2006-10-27 08:54:00,59.0
2006-10-27 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.0,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-27 20:55:00,251.0
2006-10-28 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.6,8.6,6.5,6.9,6,6,6,6,NA,NA,NA,NA,2006-10-28 09:01:00,51.0
2006-10-28 21:00:00,DCNN,2423,12,1,NCM,384,1011,16.7,13.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-28 20:53:00,253.0
2006-10-29 09:00:00,DCNN,2423,12,1,NCM,384,1011,15.8,9.6,6.3,7.5,6,6,6,6,NA,NA,NA,NA,2006-10-29 09:07:00,45.0
2006-10-29 21:00:00,DCNN,2423,12,1,NCM,384,1011,15.4,7.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-29 20:54:00,251.0
2006-10-30 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.1,9.2,5.9,6.8,6,6,6,6,NA,NA,NA,NA,2006-10-30 08:57:00,56.0
2006-10-30 21:00:00,DCNN,2423,12,1,NCM,384,1011,17.0,12.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-30 20:53:00,253.0
2006-10-31 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.7,9.6,6.1,7.5,6,6,6,6,NA,NA,NA,NA,2006-10-31 08:54:00,58.0
2006-10-31 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.6,5.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-10-31 20:57:00,249.0
2006-11-01 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.7,3.5,0.6,1.6,6,6,6,6,NA,NA,NA,NA,2006-11-01 08:57:00,55.0
2006-11-01 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.3,4.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-01 20:53:00,250.0
2006-11-02 09:00:00,DCNN,2423,12,1,NCM,384,1011,4.3,1.5,-1.0,-0.2,6,6,6,6,NA,NA,NA,NA,2006-11-02 08:57:00,55.0
2006-11-02 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.3,3.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-02 20:54:00,249.0
2006-11-03 09:00:00,DCNN,2423,12,1,NCM,384,1011,4.2,0.9,-2.1,-1.4,6,6,6,6,NA,NA,NA,NA,2006-11-03 09:03:00,49.0
2006-11-03 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.4,2.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-03 20:58:00,246.0
2006-11-04 09:00:00,DCNN,2423,12,1,NCM,384,1011,4.3,1.6,-1.4,0.2,6,6,6,6,NA,NA,NA,NA,2006-11-04 08:57:00,55.0
2006-11-04 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.3,3.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-04 20:56:00,247.0
2006-11-05 09:00:00,DCNN,2423,12,1,NCM,384,1011,8.1,5.7,3.7,4.0,6,6,6,6,NA,NA,NA,NA,2006-11-05 08:54:00,58.0
2006-11-05 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.0,7.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-05 20:53:00,250.0
2006-11-06 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.6,5.5,3.9,3.5,6,6,6,6,NA,NA,NA,NA,2006-11-06 08:57:00,55.0
2006-11-06 21:00:00,DCNN,2423,12,1,NCM,384,1011,12.1,7.0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-06 20:53:00,250.0
2006-11-07 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.1,2.4,1.9,2.2,6,6,6,6,NA,NA,NA,NA,2006-11-07 08:56:00,56.0
2006-11-07 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.4,4.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-07 20:55:00,248.0
2006-11-08 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.7,5.8,4.2,3.9,6,6,6,6,NA,NA,NA,NA,2006-11-08 09:00:00,52.0
2006-11-08 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.1,7.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-08 20:56:00,247.0
2006-11-09 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.1,4.6,1.2,1.5,6,6,6,6,NA,NA,NA,NA,2006-11-09 08:56:00,56.0
2006-11-09 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.5,5.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-09 21:02:00,243.0
2006-11-10 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.3,1.6,-1.7,0.0,6,6,6,6,NA,NA,NA,NA,2006-11-10 08:54:00,58.0
2006-11-10 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.1,5.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-10 20:55:00,248.0
2006-11-11 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.4,7.0,4.2,4.5,6,6,6,6,NA,NA,NA,NA,2006-11-11 08:58:00,53.0
2006-11-11 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,7.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-11 20:53:00,251.0
2006-11-12 09:00:00,DCNN,2423,12,1,NCM,384,1011,9.0,4.7,0.4,1.3,6,6,6,6,NA,NA,NA,NA,2006-11-12 09:04:00,48.0
2006-11-12 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.7,6.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-12 20:54:00,250.0
2006-11-13 09:00:00,DCNN,2423,12,1,NCM,384,1011,13.4,8.8,6.1,6.3,6,6,6,6,NA,NA,NA,NA,2006-11-13 09:00:00,52.0
2006-11-13 21:00:00,DCNN,2423,12,1,NCM,384,1011,13.3,10.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-13 20:57:00,246.0
2006-11-14 09:00:00,DCNN,2423,12,1,NCM,384,1011,10.6,8.2,4.9,5.5,6,6,6,6,NA,NA,NA,NA,2006-11-14 08:54:00,58.0
2006-11-14 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.1,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-14 20:58:00,245.0
2006-11-15 09:00:00,DCNN,2423,12,1,NCM,384,1011,12.4,9.9,9.5,9.4,6,6,6,6,NA,NA,NA,NA,2006-11-15 08:55:00,57.0
2006-11-15 21:00:00,DCNN,2423,12,1,NCM,384,1011,14.9,11.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-15 20:55:00,248.0
2006-11-16 09:00:00,DCNN,2423,12,1,NCM,384,1011,14.4,10.2,9.0,9.2,6,6,6,6,NA,NA,NA,NA,2006-11-16 09:00:00,52.0
2006-11-16 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.3,6.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-16 20:58:00,245.0
2006-11-17 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.5,2.7,0.9,1.2,6,6,6,6,NA,NA,NA,NA,2006-11-17 08:59:00,52.0
2006-11-17 21:00:00,DCNN,2423,12,1,NCM,384,1011,10.7,5.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-17 20:56:00,247.0
2006-11-18 09:00:00,DCNN,2423,12,1,NCM,384,1011,5.6,2.9,0.6,0.6,6,6,6,6,NA,NA,NA,NA,2006-11-18 09:00:00,51.0
2006-11-18 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.7,4.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-18 20:53:00,251.0
2006-11-19 09:00:00,DCNN,2423,12,1,NCM,384,1011,4.1,2.5,-0.4,-0.2,6,6,6,6,NA,NA,NA,NA,2006-11-19 09:00:00,52.0
2006-11-19 21:00:00,DCNN,2423,12,1,NCM,384,1011,8.5,2.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-19 20:57:00,246.0
2006-11-20 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.0,8.3,5.2,4.9,6,6,6,6,NA,NA,NA,NA,2006-11-20 08:56:00,55.0
2006-11-20 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.5,6.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-20 20:56:00,246.0
2006-11-21 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.4,2.7,0.5,0.8,6,6,6,6,NA,NA,NA,NA,2006-11-21 08:55:00,57.0
2006-11-21 21:00:00,DCNN,2423,12,1,NCM,384,1011,7.1,4.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-21 20:55:00,250.0
2006-11-22 09:00:00,DCNN,2423,12,1,NCM,384,1011,6.8,4.5,1.8,1.7,6,6,6,6,NA,NA,NA,NA,2006-11-22 09:09:00,43.0
2006-11-22 21:00:00,DCNN,2423,12,1,NCM,384,1011,7.1,4.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-22 20:55:00,247.0
2006-11-23 09:00:00,DCNN,2423,12,1,NCM,384,1011,11.5,6.9,5.6,5.5,6,6,6,6,NA,NA,NA,NA,2006-11-23 08:58:00,54.0
2006-11-23 21:00:00,DCNN,2423,12,1,NCM,384,1011,11.3,7.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,2006-11-23 20:58:00,245.0
2006-11-24 09:00:00,DCNN,2423,12,1,NCM,384,1011,7.6,4.8,3.7,3.4,6,6,6,6,NA,NA,NA,NA,2006-11-24 09:00:00,52.0
